"","rep.NA..length.out_f...1...","rep.NA..length.out_f...1....1","rep.NA..length.out_f...1....2"
"1220",0.83121603171022,0.88002106811914,0.889549180327769
"1221",0.83133064889804,0.880049832596073,0.889549180327769
"1222",0.831444985432191,0.880078504832609,0.889549180327769
"1223",0.83155904219012,0.880107085156464,0.889549180327769
"1224",0.831672820045889,0.880135573893999,0.889549180327768
"1225",0.831786319870182,0.880163971370233,0.889549180327768
"1226",0.831899542530326,0.880192277908845,0.889549180327768
"1227",0.832012488890303,0.88022049383218,0.889549180327767
"1228",0.832125159810771,0.880248619461261,0.889549180327767
"1229",0.832237556149074,0.880276655115791,0.889549180327766
"1230",0.832349678759255,0.880304601114158,0.889549180327766
"1231",0.832461528492074,0.880332457773448,0.889549180327766
"1232",0.832573106195023,0.880360225409444,0.889549180327765
"1233",0.832684412712339,0.880387904336638,0.889549180327765
"1234",0.832795448885021,0.880415494868233,0.889549180327764
"1235",0.832906215550842,0.880442997316154,0.889549180327764
"1236",0.833016713544362,0.880470411991048,0.889549180327764
"1237",0.833126943696948,0.880497739202298,0.889549180327763
"1238",0.833236906836785,0.880524979258021,0.889549180327762
"1239",0.833346603788889,0.880552132465079,0.889549180327762
"1240",0.833456035375124,0.880579199129087,0.889549180327762
"1241",0.833565202414214,0.880606179554412,0.889549180327762
"1242",0.833674105721757,0.880633074044187,0.889549180327761
"1243",0.833782746110239,0.88065988290031,0.889549180327761
"1244",0.833891124389054,0.880686606423456,0.889549180327761
"1245",0.833999241364508,0.880713244913077,0.88954918032776
"1246",0.83410709783984,0.880739798667416,0.88954918032776
"1247",0.834214694615231,0.880766267983502,0.889549180327759
"1248",0.834322032487818,0.880792653157165,0.88954918032776
"1249",0.834429112251712,0.88081895448304,0.88954918032776
"1250",0.834535934698009,0.880845172254567,0.88954918032776
"1251",0.834642500614801,0.880871306764004,0.889549180327759
"1252",0.834748810787192,0.880897358302429,0.889549180327759
"1253",0.834854865997309,0.880923327159747,0.88954918032776
"1254",0.834960667024321,0.880949213624694,0.88954918032776
"1255",0.835066214644444,0.880975017984843,0.88954918032776
"1256",0.835171509630962,0.881000740526612,0.88954918032776
"1257",0.835276552754234,0.881026381535265,0.889549180327761
"1258",0.835381344781708,0.881051941294925,0.889549180327761
"1259",0.835485886477937,0.881077420088568,0.889549180327762
"1260",0.835590178604589,0.881102818198041,0.889549180327762
"1261",0.835694221920466,0.881128135904059,0.889549180327762
"1262",0.835798017181505,0.881153373486211,0.889549180327762
"1263",0.835901565140799,0.881178531222971,0.889549180327763
