"","Control","Infection","IC","IN"
"550",-1.86617683919412e-36,0.900497512572726,NA,0.900497512572726
"551",-1.70524603754867e-36,0.900497512554131,NA,0.900497512554131
"552",-1.63841093630371e-36,0.900497512536568,NA,0.900497512536568
"553",-1.72664575561959e-36,0.900497512550677,NA,0.900497512550677
"554",-1.8071374872489e-36,0.900497512559177,NA,0.900497512559177
"555",-1.56552909983521e-36,0.900497512521752,NA,0.900497512521752
"556",-1.65230809548644e-36,0.900497512538481,NA,0.900497512538481
"557",-1.76395775741166e-36,0.900497512546036,NA,0.900497512546036
"558",-1.54350682723492e-36,0.900497512536709,NA,0.900497512536709
"559",-1.71415115331633e-36,0.900497512546245,NA,0.900497512546245
"560",-1.42928650048706e-36,0.900497512515561,NA,0.900497512515561
"561",-1.58007254253598e-36,0.900497512541179,NA,0.900497512541179
"562",-1.34956841196078e-35,0.900497460604667,NA,0.900497460604667
"563",-1.42530932143553e-36,0.900497512514516,NA,0.900497512514516
"564",-1.57208691772028e-36,0.900497512539059,NA,0.900497512539059
"565",-1.60673439125735e-36,0.900497512543871,NA,0.900497512543871
"566",-1.61882315822765e-36,0.900497512545299,NA,0.900497512545299
"567",-1.61641751823187e-36,0.900497512544664,NA,0.900497512544664
"568",-1.56398027402189e-36,0.900497512523652,NA,0.900497512523652
"569",-1.56351981185174e-36,0.900497512523767,NA,0.900497512523767
"570",-1.6292903445377e-36,0.900497504088106,NA,0.900497504088106
"571",-1.54729935152024e-36,0.90049751252491,NA,0.90049751252491
"572",-1.56539971711775e-36,0.900497512528099,NA,0.900497512528099
"573",-1.56491736018522e-36,0.900497512529244,NA,0.900497512529244
"574",-1.95971187030668e-36,0.900497512584302,NA,0.900497512584302
"575",-1.65042870995144e-36,0.900497512547802,NA,0.900497512547802
"576",-1.61606543098116e-36,0.900497512541907,NA,0.900497512541907
"577",-1.54014041762475e-36,0.900497512519839,NA,0.900497512519839
"578",-1.66200325285873e-36,0.900497512548795,NA,0.900497512548795
"579",-1.69411291944004e-36,0.900497512553251,NA,0.900497512553251
"580",-1.67459604263279e-36,0.900497512550164,NA,0.900497512550164
"581",-1.65647011283382e-36,0.900497512546579,NA,0.900497512546579
"582",-1.68582033260475e-36,0.900497512550989,NA,0.900497512550989
"583",-1.66070316988993e-36,0.900497512546569,NA,0.900497512546569
"584",-1.70294394657029e-36,0.900497512553161,NA,0.900497512553161
"585",-1.56384630254758e-36,0.900497512525597,NA,0.900497512525597
"586",-1.58677999102983e-36,0.900497512527738,NA,0.900497512527738
"587",-1.59775474658066e-36,0.900497512533265,NA,0.900497512533265
"588",-1.78501262256826e-36,0.900497512542161,NA,0.900497512542161
"589",-1.47162302592783e-36,0.900497512508343,NA,0.900497512508343
"590",-1.6042978139801e-36,0.900497512531279,NA,0.900497512531279
"591",-1.73302250080999e-36,0.900497512556425,NA,0.900497512556425
"592",-1.59761041615738e-36,0.900497512535506,NA,0.900497512535506
"593",-1.64545584943623e-36,0.900497512534,NA,0.900497512534
"594",-1.81640708248645e-36,0.900497512561079,NA,0.900497512561079
"595",-1.74173664762896e-36,0.9004975125568,NA,0.9004975125568
"596",-1.54766131988632e-36,0.900497512523942,NA,0.900497512523942
"597",-1.6365465859529e-36,0.900497512539319,NA,0.900497512539319
"598",-1.48003840387423e-36,0.900497512511231,NA,0.900497512511231
"599",-1.73902414557898e-36,0.900497512546872,NA,0.900497512546872
"600",-1.54052747377472e-36,0.900497512516994,NA,0.900497512516994
"601",-1.54269642744698e-36,0.900497512518732,NA,0.900497512518732
"602",-1.52221247309993e-36,0.900497512509253,NA,0.900497512509253
"603",-1.67442489167726e-36,0.900497512542931,NA,0.900497512542931
"604",-1.52246556059745e-36,0.900497512509152,NA,0.900497512509152
"605",-1.68851687228364e-36,0.900497512544372,NA,0.900497512544372
"606",-1.40855590227201e-36,0.900497512516627,NA,0.900497512516627
"607",-1.68915614122276e-36,0.900497512543963,NA,0.900497512543963
"608",-1.80079987646128e-36,0.900497512555433,NA,0.900497512555433
"609",-1.77967323728307e-36,0.900497512551796,NA,0.900497512551796
"610",-1.79096886507974e-36,0.900497512553255,NA,0.900497512553255
"611",-1.7076942584899e-36,0.90049751254555,NA,0.90049751254555
"612",-1.70255571365485e-36,0.900497512544583,NA,0.900497512544583
"613",-1.76330979746953e-36,0.900497512546434,NA,0.900497512546434
"614",-1.89915665129412e-36,0.900497512555229,NA,0.900497512555229
"615",-1.72986990326746e-36,0.900497512547674,NA,0.900497512547674
"616",-1.70229784691303e-36,0.90049751254356,NA,0.90049751254356
"617",-1.92346392779195e-36,0.900497512586596,NA,0.900497512586596
"618",-1.68130768872732e-36,0.900497512530322,NA,0.900497512530322
"619",-1.56902916136529e-36,0.90049751252126,NA,0.90049751252126
"620",-1.65522383682725e-36,0.900497512525296,NA,0.900497512525296
"621",-1.57398746984587e-36,0.90049751252226,NA,0.90049751252226
"622",-1.72419276196146e-36,0.900497512536241,NA,0.900497512536241
"623",-1.72989720021497e-36,0.90049751254565,NA,0.90049751254565
"624",-1.7327962926348e-36,0.900497512545817,NA,0.900497512545817
"625",-1.55409665577755e-36,0.900497512521865,NA,0.900497512521865
"626",-1.67705656066593e-36,0.900497512527162,NA,0.900497512527162
"627",-1.7489219399996e-36,0.900497512547215,NA,0.900497512547215
"628",-1.65380754170505e-36,0.900497512522461,NA,0.900497512522461
"629",-1.70849578520208e-36,0.900497512531786,NA,0.900497512531786
"630",-1.77732840243872e-36,0.900497512550671,NA,0.900497512550671
"631",-1.70947331477384e-36,0.900497512534935,NA,0.900497512534935
"632",-1.75733358945639e-36,0.900497512547277,NA,0.900497512547277
"633",-1.58230939467262e-36,0.900497512520519,NA,0.900497512520519
"634",-1.72025239923594e-36,0.900497512535415,NA,0.900497512535415
"635",-1.73651801844533e-36,0.900497512537114,NA,0.900497512537114
"636",-1.77382112638895e-36,0.900497512548576,NA,0.900497512548576
"637",-1.816609512275e-36,0.90049751254708,NA,0.90049751254708
"638",-1.79897230943304e-36,0.900497512544202,NA,0.900497512544202
"639",-1.96387106186205e-36,0.900497512588085,NA,0.900497512588085
"640",-1.77248851158789e-36,0.900497512540256,NA,0.900497512540256
"641",-1.78556775607517e-36,0.900497512541658,NA,0.900497512541658
"642",-1.8293976797416e-36,0.900497512555981,NA,0.900497512555981
"643",-1.96568142072593e-36,0.900497512586476,NA,0.900497512586476
"644",-3.25209107343672e-35,0.900497512221576,NA,0.900497512221576
"645",-1.90343088912242e-36,0.90049751257317,NA,0.90049751257317
"646",-1.9066885558194e-36,0.900497512573531,NA,0.900497512573531
"647",-1.92975150682873e-36,0.900497512576738,NA,0.900497512576738
"648",-1.82485221089615e-36,0.900497512552898,NA,0.900497512552898
"649",-1.9399890298835e-36,0.900497512578556,NA,0.900497512578556
"650",-1.94133486139637e-36,0.900497512578843,NA,0.900497512578843
"651",-1.80780029553661e-36,0.900497512541705,NA,0.900497512541705
"652",-1.9467266525353e-36,0.900497512579868,NA,0.900497512579868
"653",-1.71956190756487e-36,0.900497512530526,NA,0.900497512530526
"654",-1.98363325700308e-36,0.900497512588313,NA,0.900497512588313
"655",-1.75476177975829e-36,0.900497512534085,NA,0.900497512534085
"656",-1.69864428996417e-36,0.900497512527467,NA,0.900497512527467
"657",-1.74079916731927e-36,0.900497512531944,NA,0.900497512531944
"658",-1.59616246378156e-36,0.900497512516526,NA,0.900497512516526
"659",-1.72403814330676e-36,0.90049751252954,NA,0.90049751252954
"660",-1.85243002923726e-36,0.900497512553723,NA,0.900497512553723
"661",-1.85491391435319e-36,0.900497512553814,NA,0.900497512553814
"662",-1.92992596698362e-36,0.900497512572214,NA,0.900497512572214
"663",-1.85153642417815e-36,0.900497512552706,NA,0.900497512552706
"664",-1.62508132232909e-36,0.90049751251804,NA,0.90049751251804
"665",-1.61945021197864e-36,0.90049751251728,NA,0.90049751251728
"666",-1.86625533985939e-36,0.900497512554127,NA,0.900497512554127
"667",-1.87647877293983e-36,0.900497512555475,NA,0.900497512555475
"668",-1.86367444899378e-36,0.900497512553135,NA,0.900497512553135
"669",-1.860114915957e-36,0.900497512552308,NA,0.900497512552308
"670",-1.86293218418645e-36,0.90049751255245,NA,0.90049751255245
"671",-1.69965072259263e-36,0.900497512530149,NA,0.900497512530149
"672",-1.67727564485698e-36,0.900497512521452,NA,0.900497512521452
"673",-1.72596235272883e-36,0.900497512532946,NA,0.900497512532946
"674",-1.71346715225467e-36,0.900497512531409,NA,0.900497512531409
"675",-1.63599102402326e-36,0.900497512516718,NA,0.900497512516718
"676",-1.72625075388801e-36,0.900497512532662,NA,0.900497512532662
"677",-1.66727621787252e-36,0.900497512522093,NA,0.900497512522093
"678",-1.8923018001813e-36,0.900497512554685,NA,0.900497512554685
"679",-1.74425980725927e-36,0.900497512534452,NA,0.900497512534452
"680",-1.60291653495325e-36,0.900497512512563,NA,0.900497512512563
"681",-1.88675419538002e-36,0.900497512552912,NA,0.900497512552912
"682",-1.78698065663168e-36,0.900497512539656,NA,0.900497512539656
"683",-1.59735439291638e-36,0.900497512511027,NA,0.900497512511027
"684",-1.76750556578167e-36,0.900497512536637,NA,0.900497512536637
"685",-1.89674526743711e-36,0.900497512553052,NA,0.900497512553052
"686",-1.77560971837848e-36,0.900497512537342,NA,0.900497512537342
"687",-1.76901980541647e-36,0.900497512536327,NA,0.900497512536327
"688",-1.78350867612562e-36,0.900497512538044,NA,0.900497512538044
"689",-1.76589454326813e-36,0.900497512535613,NA,0.900497512535613
"690",-1.78500199305345e-36,0.900497512537867,NA,0.900497512537867
"691",-1.7310000727345e-36,0.900497512522701,NA,0.900497512522701
"692",-1.84595238874579e-36,0.900497512546638,NA,0.900497512546638
"693",-1.93028370171932e-36,0.900497512556255,NA,0.900497512556255
"694",-1.82187232000373e-36,0.90049751254226,NA,0.90049751254226
"695",-1.76138325712373e-36,0.900497512528946,NA,0.900497512528946
"696",-1.87764379126533e-36,0.900497512551194,NA,0.900497512551194
"697",-1.99272470158655e-36,0.900497512568779,NA,0.900497512568779
"698",-1.73660803596117e-36,0.900497512518964,NA,0.900497512518964
"699",-1.79261407174041e-36,0.900497512537098,NA,0.900497512537098
"700",-1.93003353698004e-36,0.900497512557045,NA,0.900497512557045
"701",-1.8115512939285e-36,0.900497512539172,NA,0.900497512539172
"702",-1.83322753902753e-36,0.900497512542042,NA,0.900497512542042
